id,pid,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice
1208,534400030,20,80.0,8700,5,6,1963,1963,148.0,776.0,0.0,344.0,1120.0,1128,0,0,1128,1.0,0.0,2,0,3,1,6,0,1963.0,2.0,525.0,192,20,123,0,0,0,0,12,2008,155000
319,916386090,60,92.0,12003,8,5,2009,2010,84.0,0.0,0.0,774.0,774.0,774,1194,0,1968,0.0,0.0,2,1,4,1,8,1,2009.0,3.0,680.0,0,75,0,0,0,0,0,5,2010,269500
2567,535103070,80,69.05520046484602,12700,6,5,1964,1964,0.0,939.0,0.0,307.0,1246.0,1246,0,0,1246,1.0,0.0,1,0,3,1,6,2,1964.0,2.0,441.0,0,69,0,0,0,0,0,11,2006,172000
2222,909425270,70,75.0,13125,7,6,1940,1984,0.0,410.0,0.0,390.0,800.0,960,780,0,1740,0.0,0.0,1,1,3,1,6,2,1940.0,1.0,240.0,0,0,0,0,0,0,0,7,2007,219500
2493,532376250,20,69.05520046484602,8638,5,6,1963,1963,0.0,181.0,0.0,744.0,925.0,925,0,0,925,1.0,0.0,1,0,2,1,5,0,1990.0,2.0,484.0,203,74,0,0,0,0,0,10,2006,133500
1757,528280150,80,76.0,9967,7,5,2000,2000,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,8,1,2000.0,2.0,400.0,100,0,0,0,0,0,0,12,2007,170000
184,902305110,70,60.0,9600,8,9,1900,2003,0.0,0.0,0.0,930.0,930.0,930,636,0,1566,0.0,0.0,2,0,3,1,7,0,1930.0,1.0,288.0,54,228,246,0,0,0,0,4,2010,150000
1248,535302140,20,69.05520046484602,12774,5,5,1953,1953,0.0,624.0,128.0,232.0,984.0,950,0,0,950,0.0,0.0,1,0,2,1,5,0,1953.0,2.0,400.0,0,32,0,0,0,0,0,7,2008,130000
2574,535152070,80,70.0,8163,5,6,1959,1959,128.0,748.0,294.0,102.0,1144.0,1144,0,0,1144,1.0,0.0,1,0,3,1,6,1,1959.0,1.0,796.0,86,0,0,0,0,0,0,3,2006,143000
1215,534403260,20,90.0,9900,5,5,1961,1961,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,1.0,0.0,1,0,3,1,5,0,1961.0,2.0,451.0,0,0,0,0,164,0,0,5,2008,140000
1614,526355170,20,95.0,13651,7,6,1973,1973,1115.0,1880.0,0.0,343.0,2223.0,2223,0,0,2223,1.0,0.0,2,0,3,1,8,2,1973.0,2.0,516.0,300,0,0,0,0,0,0,2,2007,244000
2039,903458020,75,60.0,7200,5,7,1920,1996,0.0,0.0,0.0,530.0,530.0,581,530,0,1111,0.0,0.0,1,0,3,1,6,0,1935.0,1.0,288.0,0,0,144,0,0,0,0,3,2007,101000
2669,902406030,20,65.0,9750,5,5,1958,1958,0.0,0.0,0.0,960.0,960.0,960,0,0,960,0.0,0.0,1,0,3,1,5,0,2002.0,2.0,624.0,0,0,0,0,0,0,4500,7,2006,125000
1005,527162180,60,73.0,11184,6,5,1998,1998,0.0,0.0,0.0,932.0,932.0,932,701,0,1633,0.0,0.0,2,1,3,1,7,1,1998.0,2.0,460.0,0,39,0,0,0,0,0,4,2008,183000
753,903430060,75,92.0,5520,6,6,1912,1950,0.0,0.0,0.0,755.0,755.0,929,929,371,2229,0.0,0.0,1,0,5,1,8,0,1978.7077955601446,0.0,0.0,0,198,30,0,0,0,0,7,2009,104000
1275,535455060,45,64.0,6390,6,7,1954,1954,0.0,0.0,0.0,936.0,936.0,984,0,0,984,1.0,0.0,1,0,2,1,4,0,1954.0,1.0,280.0,0,0,0,0,0,0,0,6,2008,112500
2350,527355280,20,79.0,10240,6,6,1980,1980,157.0,625.0,1061.0,0.0,1686.0,1686,0,0,1686,1.0,0.0,2,0,3,1,7,1,1980.0,2.0,612.0,384,131,0,0,0,0,0,5,2006,207500
2762,906394040,20,78.0,9316,7,5,2005,2005,140.0,56.0,0.0,1558.0,1614.0,1614,0,0,1614,0.0,0.0,2,0,3,1,7,1,2005.0,2.0,576.0,100,45,0,0,0,0,0,3,2006,225000
2788,907227090,20,60.0,7200,5,8,1972,1972,0.0,437.0,0.0,427.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1977.0,1.0,297.0,0,0,0,0,0,0,0,3,2006,119900
2384,528112010,20,108.0,12228,7,5,2006,2006,206.0,0.0,0.0,1721.0,1721.0,1740,0,0,1740,0.0,0.0,2,0,4,1,8,0,2006.0,3.0,874.0,0,43,0,0,0,0,0,9,2006,293000
2716,905107240,20,78.0,10335,5,6,1968,1993,0.0,570.0,0.0,891.0,1461.0,1721,0,0,1721,0.0,0.0,2,1,3,1,7,1,1968.0,2.0,440.0,0,96,180,0,0,0,0,7,2006,180000
313,914478045,80,69.05520046484602,12328,6,5,1976,1976,335.0,539.0,0.0,473.0,1012.0,1034,0,0,1034,1.0,0.0,1,0,3,1,6,0,1976.0,3.0,888.0,0,0,0,0,0,0,0,5,2010,169900
84,532351140,90,68.0,8930,6,5,1978,1978,0.0,0.0,0.0,0.0,0.0,1318,584,0,1902,0.0,0.0,2,0,4,2,8,0,1978.0,2.0,539.0,0,0,0,0,0,0,0,4,2010,112000
81,531453010,20,81.0,9672,6,5,1984,1985,0.0,338.0,0.0,702.0,1040.0,1097,0,0,1097,0.0,0.0,2,0,3,1,6,0,1986.0,2.0,480.0,0,0,0,0,0,0,0,5,2010,152000
2389,528118110,60,120.0,13975,9,5,2005,2006,525.0,0.0,0.0,1090.0,1090.0,1117,1089,0,2206,0.0,0.0,2,1,4,1,10,1,2005.0,3.0,670.0,148,95,0,0,0,0,0,8,2006,300000
280,908152080,80,94.0,7819,6,5,1976,1976,0.0,422.0,127.0,480.0,1029.0,1117,0,0,1117,1.0,0.0,1,0,3,1,6,1,1976.0,2.0,672.0,144,0,0,0,0,0,0,3,2010,107000
190,902402250,190,60.0,11340,4,6,1885,1950,0.0,0.0,0.0,777.0,777.0,1246,1044,0,2290,0.0,0.0,2,0,4,2,11,0,1971.0,2.0,560.0,0,0,114,0,0,0,0,4,2010,122500
2371,527451450,160,21.0,1680,6,5,1972,1972,504.0,276.0,0.0,207.0,483.0,483,465,0,948,0.0,0.0,1,1,2,1,5,0,1972.0,1.0,264.0,0,0,0,0,0,0,0,7,2006,89000
213,904350045,50,65.0,6001,6,5,1940,1950,0.0,368.0,0.0,232.0,600.0,600,319,0,919,0.0,0.0,1,0,3,1,5,0,1940.0,1.0,231.0,0,0,45,0,0,0,0,3,2010,95000
1864,534125120,20,78.0,11700,6,6,1968,1968,41.0,0.0,0.0,912.0,912.0,1152,0,0,1152,1.0,0.0,1,1,3,1,7,0,1968.0,2.0,412.0,0,126,0,0,0,0,0,9,2007,143450
37,528108120,60,102.0,12858,9,5,2009,2010,162.0,0.0,0.0,1590.0,1590.0,1627,707,0,2334,0.0,0.0,2,1,3,1,10,1,2009.0,3.0,751.0,144,133,0,0,0,0,0,1,2010,376162
146,535175070,20,73.0,9300,5,5,1960,1960,324.0,697.0,0.0,571.0,1268.0,1264,0,0,1264,1.0,0.0,1,0,3,1,6,2,1960.0,2.0,461.0,0,0,0,0,143,0,0,4,2010,167500
809,906226080,90,64.0,7018,5,5,1979,1979,275.0,1086.0,0.0,0.0,1086.0,1224,0,0,1224,2.0,0.0,0,2,2,2,6,2,1979.0,2.0,528.0,120,0,0,0,0,0,0,6,2009,153337
767,904351200,70,54.0,6629,6,6,1925,1950,0.0,551.0,0.0,121.0,672.0,697,672,0,1369,1.0,0.0,2,0,3,1,6,0,1930.0,1.0,300.0,147,0,0,0,0,0,0,7,2009,103600
262,907200340,20,75.0,10650,5,6,1976,1976,0.0,182.0,712.0,0.0,894.0,894,0,0,894,1.0,0.0,1,0,3,1,5,0,1976.0,1.0,308.0,365,0,0,0,0,0,0,2,2010,128200
101,533221090,160,69.05520046484602,2117,6,5,2000,2000,216.0,378.0,0.0,378.0,756.0,769,804,0,1573,0.0,0.0,2,1,3,1,5,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,6,2010,177500
48,528176070,60,105.0,13650,8,5,2002,2002,232.0,578.0,0.0,1093.0,1671.0,1687,563,0,2250,1.0,0.0,2,1,3,1,7,1,2002.0,3.0,756.0,238,130,0,0,0,0,0,6,2010,320000
489,528290180,60,42.0,8433,6,5,2000,2000,0.0,683.0,0.0,111.0,794.0,819,695,0,1514,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,394.0,0,72,0,0,0,0,0,6,2009,190000
2369,527451200,160,21.0,1680,6,5,1971,1971,236.0,0.0,0.0,672.0,672.0,672,546,0,1218,0.0,0.0,1,1,3,1,7,0,1978.7077955601446,0.0,0.0,201,0,0,0,0,0,0,4,2006,91500
707,902202150,190,50.0,6000,5,4,1954,1954,0.0,0.0,0.0,811.0,811.0,811,576,0,1387,0.0,0.0,2,0,3,2,7,0,1954.0,1.0,256.0,0,0,0,0,0,0,0,11,2009,93000
1556,911102170,70,50.0,8500,4,4,1920,1950,0.0,0.0,0.0,649.0,649.0,649,668,0,1317,0.0,0.0,1,0,3,1,6,0,1920.0,1.0,250.0,0,54,172,0,0,0,0,7,2008,40000
2034,903454010,70,60.0,6882,6,7,1914,2006,0.0,0.0,0.0,684.0,684.0,773,582,0,1355,0.0,0.0,1,1,3,1,7,0,1978.7077955601446,0.0,0.0,136,0,115,0,0,0,0,3,2007,127000
308,911204100,30,66.0,8712,4,7,1896,1950,0.0,0.0,0.0,756.0,756.0,952,0,0,952,0.0,0.0,1,0,3,1,5,0,1896.0,1.0,330.0,0,0,265,0,0,0,0,6,2010,50138
2176,908152070,20,69.05520046484602,7917,6,7,1976,1976,174.0,751.0,0.0,392.0,1143.0,1113,0,0,1113,1.0,0.0,1,1,3,1,6,1,1987.0,1.0,504.0,370,30,0,0,0,0,0,5,2007,148000
1549,910203020,30,71.0,6900,5,6,1940,1955,0.0,403.0,125.0,212.0,740.0,778,0,0,778,0.0,0.0,1,0,2,1,4,1,1966.0,1.0,924.0,0,25,0,0,0,0,0,2,2008,120500
909,909178160,50,60.0,9900,6,7,1940,1950,0.0,0.0,0.0,778.0,778.0,944,545,0,1489,0.0,0.0,2,0,3,1,7,1,1940.0,1.0,240.0,335,0,0,0,0,0,0,7,2009,139500
892,908154040,20,86.0,13286,9,5,2007,2008,340.0,1234.0,0.0,464.0,1698.0,1698,0,0,1698,1.0,0.0,2,0,3,1,8,1,2007.0,3.0,768.0,327,64,0,0,0,0,0,2,2009,320000
2045,904100100,70,107.0,12888,7,8,1937,1980,0.0,288.0,0.0,717.0,1005.0,1262,1005,0,2267,1.0,0.0,1,1,3,1,7,2,1937.0,2.0,498.0,521,0,0,0,0,0,0,4,2007,219000
2927,923276100,20,69.05520046484602,8885,5,5,1983,1983,0.0,301.0,324.0,239.0,864.0,902,0,0,902,1.0,0.0,1,0,2,1,5,0,1983.0,2.0,484.0,164,0,0,0,0,0,0,6,2006,131000
1732,528221030,60,62.0,8857,6,5,2006,2006,0.0,0.0,0.0,738.0,738.0,738,757,0,1495,0.0,0.0,2,1,3,1,7,1,2006.0,2.0,440.0,100,30,0,0,0,0,0,3,2007,171925
998,527107090,20,53.0,14137,5,5,1996,1997,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1384,1.0,0.0,2,0,3,1,7,0,1996.0,2.0,404.0,0,39,0,0,0,0,0,11,2008,177900
2203,909252170,70,53.0,6720,6,7,1921,1950,0.0,0.0,0.0,585.0,585.0,851,585,0,1436,0.0,0.0,1,0,3,1,7,1,1992.0,1.0,228.0,184,0,0,0,0,0,0,4,2007,141500
356,527162120,60,60.0,7500,6,5,1998,1999,0.0,476.0,0.0,476.0,952.0,952,684,0,1636,1.0,0.0,2,1,3,1,7,1,1998.0,2.0,440.0,0,84,0,0,0,0,0,10,2009,191000
2475,531375100,20,63.0,13072,6,5,2004,2004,0.0,941.0,0.0,217.0,1158.0,1158,0,0,1158,1.0,0.0,1,1,3,1,5,0,2006.0,2.0,576.0,0,50,0,0,0,0,0,5,2006,158000
2264,916386170,20,67.0,10656,8,5,2006,2007,274.0,0.0,0.0,1638.0,1638.0,1646,0,0,1646,0.0,0.0,2,0,3,1,6,1,2007.0,3.0,870.0,192,80,0,0,0,0,0,11,2007,248900
2201,909252010,50,60.0,7200,5,7,1937,1950,252.0,569.0,0.0,162.0,731.0,981,787,0,1768,1.0,0.0,1,1,3,1,7,2,1939.0,1.0,240.0,0,0,264,0,0,0,0,6,2007,175000
2545,534400120,190,80.0,8800,6,7,1965,2000,0.0,901.0,252.0,34.0,1187.0,1565,0,0,1565,1.0,0.0,2,0,3,1,7,2,1965.0,1.0,299.0,200,25,211,0,0,0,460,6,2006,185900
2660,902325050,75,60.0,10800,7,7,1914,1970,0.0,390.0,0.0,490.0,880.0,880,888,0,1768,0.0,0.0,1,1,2,1,6,2,1914.0,2.0,320.0,0,341,0,0,0,0,0,10,2006,163000
2882,911175440,190,50.0,9000,5,6,1951,1951,0.0,0.0,0.0,660.0,660.0,1060,336,0,1396,0.0,0.0,2,0,4,2,8,0,1978.7077955601446,0.0,0.0,0,0,0,0,0,0,0,10,2006,115000
1379,905103030,80,80.0,13014,6,5,1978,1978,39.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,1.0,0.0,1,0,3,1,6,1,1978.0,2.0,484.0,168,0,0,0,0,0,0,12,2008,157500
491,528292030,60,69.05520046484602,15896,7,5,1999,1999,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,1,1999.0,3.0,658.0,298,0,0,0,0,0,0,5,2009,245000
1002,527140090,120,41.0,5395,8,5,1993,1993,0.0,733.0,0.0,604.0,1337.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,1,1993.0,2.0,462.0,96,0,70,168,0,0,0,10,2008,180000
1848,533223050,160,69.05520046484602,5105,7,5,2004,2004,0.0,239.0,0.0,312.0,551.0,551,551,0,1102,0.0,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,60,0,0,0,0,0,3,2007,148800
1455,907251090,60,75.0,9473,8,5,2002,2002,99.69590931493346,804.0,0.0,324.0,1128.0,1128,903,0,2031,1.0,0.0,2,1,3,1,7,1,2002.0,2.0,577.0,0,211,0,0,0,0,0,3,2008,237000
908,909175080,30,60.0,8400,2,5,1920,1950,0.0,290.0,0.0,0.0,290.0,438,0,0,438,0.0,0.0,1,0,1,1,3,0,1930.0,1.0,246.0,0,0,0,0,0,0,0,1,2009,60000
1490,908103260,85,64.0,12102,5,5,1976,1976,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,0.0,1.0,1,0,3,1,6,0,1976.0,2.0,504.0,224,0,0,0,0,0,0,4,2008,165000
1465,907262060,60,41.0,10905,7,5,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,0.0,0.0,2,1,4,1,9,1,2003.0,2.0,596.0,0,57,0,0,0,0,0,8,2008,240000
1627,527163080,20,69.05520046484602,9556,7,5,1992,1993,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,0.0,0.0,2,0,3,1,6,0,1992.0,2.0,420.0,0,21,0,0,0,0,0,8,2007,160000
2849,909201180,190,58.0,6430,6,6,1945,1950,0.0,780.0,0.0,0.0,780.0,816,524,0,1340,1.0,0.0,1,0,3,1,6,0,1945.0,1.0,440.0,0,0,0,0,0,0,0,7,2006,128000
1501,908201100,90,65.0,6040,4,5,1955,1955,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,6,0,1978.7077955601446,0.0,0.0,0,0,0,0,0,0,0,6,2008,82000
626,535125070,20,80.0,14695,6,8,1966,2008,210.0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,1.0,0.0,2,0,2,1,5,2,1966.0,2.0,542.0,0,110,0,0,342,0,0,7,2009,256000
722,902401130,70,50.0,9000,7,9,1920,1988,0.0,624.0,0.0,26.0,650.0,832,650,0,1482,0.0,1.0,1,0,3,1,7,0,1930.0,2.0,324.0,0,0,0,0,0,0,0,7,2009,143000
2260,916384050,20,67.0,8368,7,5,2006,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,433.0,100,39,0,0,0,0,0,4,2007,231713
1639,527226040,190,195.0,41600,5,5,1969,1990,0.0,1047.0,0.0,53.0,1100.0,1424,0,0,1424,1.0,0.0,1,1,3,1,7,0,1969.0,3.0,828.0,144,0,0,0,0,0,0,11,2007,155000
1603,923252100,20,59.0,6490,5,7,1983,1983,0.0,534.0,0.0,282.0,816.0,816,0,0,816,0.0,1.0,1,0,2,1,4,0,1983.0,1.0,264.0,315,0,0,0,0,0,0,4,2008,128500
1520,909177120,30,60.0,7290,7,8,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,0.0,0.0,2,0,2,1,7,1,1921.0,1.0,312.0,0,0,90,0,0,0,0,4,2008,168000
1665,527402240,60,69.05520046484602,7472,7,9,1972,2004,138.0,626.0,0.0,99.0,725.0,725,754,0,1479,1.0,0.0,1,1,4,1,7,0,1972.0,2.0,484.0,0,32,0,0,0,0,0,6,2007,184000
2635,535478110,190,70.0,7000,5,5,1962,1962,0.0,953.0,0.0,72.0,1025.0,1025,0,0,1025,1.0,0.0,1,0,3,1,6,0,1978.7077955601446,0.0,0.0,96,80,0,0,0,0,0,3,2006,124000
581,534127130,20,69.05520046484602,11717,6,6,1970,1970,571.0,0.0,0.0,1442.0,1442.0,1442,0,0,1442,0.0,0.0,2,0,2,1,6,1,1970.0,2.0,615.0,371,0,0,0,0,0,0,2,2009,185000
2435,528240080,60,106.0,11194,8,5,2000,2000,40.0,0.0,0.0,1406.0,1406.0,1454,482,0,1936,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,504.0,188,124,0,0,0,0,0,11,2006,230500
2799,907285010,60,90.0,11250,7,5,1998,1998,227.0,796.0,0.0,258.0,1054.0,1070,869,0,1939,0.0,1.0,2,1,3,1,8,1,1998.0,3.0,555.0,128,84,0,0,0,0,0,5,2006,227000
883,907414080,60,64.0,8633,6,5,2005,2005,0.0,193.0,0.0,545.0,738.0,738,738,0,1476,1.0,0.0,2,1,3,1,7,0,2005.0,2.0,540.0,100,35,0,0,0,0,0,2,2009,173500
2537,534201300,85,70.0,8400,5,6,1968,1968,0.0,744.0,0.0,89.0,833.0,898,0,0,898,1.0,0.0,1,0,3,1,6,0,1968.0,1.0,326.0,143,0,0,0,0,0,0,8,2006,140000
1120,528439010,20,87.0,10037,8,5,2006,2007,99.69590931493346,666.0,0.0,794.0,1460.0,1460,0,0,1460,0.0,0.0,2,0,3,1,6,1,2006.0,2.0,480.0,0,20,0,0,0,0,0,8,2008,247000
774,905107310,85,69.05520046484602,8014,6,5,1978,1978,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,0.0,1.0,1,0,3,1,5,1,1978.0,2.0,504.0,0,0,0,0,0,0,0,6,2009,149900
1447,907202010,20,69.05520046484602,12250,5,6,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,1.0,0.0,1,0,3,1,5,0,1978.0,2.0,528.0,211,0,280,0,0,0,0,5,2008,158000
104,533223100,160,69.05520046484602,2403,7,5,2003,2003,0.0,244.0,0.0,286.0,530.0,530,550,0,1080,0.0,0.0,2,1,2,1,4,0,2003.0,2.0,496.0,0,50,0,0,0,0,0,6,2010,147110
2694,903454080,50,50.0,8600,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780,596,0,1376,0.0,0.0,2,0,3,1,7,1,1937.0,1.0,198.0,0,0,0,0,0,0,0,6,2006,119500
920,909275080,50,60.0,13680,5,6,1940,1950,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,1.0,0.0,1,1,2,1,6,2,1961.0,2.0,440.0,0,21,150,0,0,0,0,2,2009,205000
1951,535379110,70,60.0,10800,5,9,1895,1999,0.0,0.0,0.0,736.0,736.0,751,783,0,1534,0.0,0.0,1,1,3,1,6,0,1978.7077955601446,0.0,0.0,0,112,0,0,0,0,0,7,2007,148000
9,527146030,120,39.0,5389,8,5,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1616,1.0,0.0,2,0,2,1,5,1,1995.0,2.0,608.0,237,152,0,0,0,0,0,3,2010,236500
2848,909176180,50,60.0,10890,5,5,1938,1950,0.0,930.0,0.0,128.0,1058.0,1058,493,0,1551,1.0,0.0,2,0,3,1,6,0,1938.0,1.0,240.0,0,0,0,0,0,0,0,7,2006,137000
614,534431130,20,68.0,9768,5,5,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,960,1.0,0.0,1,0,2,1,5,0,1955.0,1.0,330.0,0,70,0,0,0,0,0,2,2009,122000
1736,528222030,20,73.0,8993,7,5,2007,2007,0.0,0.0,0.0,1302.0,1302.0,1302,0,0,1302,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,436.0,0,22,0,0,0,0,0,8,2007,176485
2686,903400030,30,50.0,11672,5,5,1925,1950,0.0,0.0,0.0,816.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,4,0,1925.0,1.0,210.0,168,0,112,0,0,0,0,7,2006,109000
2257,916253320,120,69.05520046484602,9763,7,5,1998,1998,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,1502,1.0,0.0,1,1,1,1,5,1,1998.0,1.0,286.0,0,0,0,0,0,0,0,9,2007,330000
1284,902100020,20,56.0,9836,6,5,2008,2008,0.0,96.0,0.0,96.0,192.0,1133,0,0,1133,1.0,0.0,1,0,3,1,7,0,2008.0,1.0,308.0,0,175,0,0,0,0,0,12,2008,143000
1765,528340030,60,89.0,10557,9,5,1998,1998,422.0,672.0,0.0,736.0,1408.0,1671,1407,0,3078,1.0,0.0,2,1,4,1,9,1,1998.0,3.0,806.0,108,87,0,0,0,0,0,7,2007,410000
1811,531380110,60,70.0,8462,6,5,1994,1994,105.0,814.0,0.0,114.0,928.0,936,785,0,1721,0.0,1.0,2,1,3,1,7,0,1994.0,2.0,471.0,300,87,0,0,0,0,0,7,2007,201000
2603,535380130,50,60.0,10818,4,4,1910,1950,0.0,0.0,0.0,1077.0,1077.0,981,779,0,1760,0.0,0.0,1,1,4,1,7,1,1935.0,2.0,648.0,120,0,96,0,0,0,0,2,2006,80000
2220,909282020,70,61.0,7259,6,8,1945,2002,0.0,774.0,150.0,104.0,1028.0,1436,884,0,2320,1.0,0.0,2,1,3,1,9,1,1945.0,1.0,180.0,224,0,0,0,0,0,0,7,2007,259500
2273,916477060,60,69.05520046484602,11800,7,5,2003,2004,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,2486,1.0,0.0,3,1,5,1,10,1,2003.0,2.0,452.0,143,32,0,0,0,0,0,7,2007,279900
163,535453070,20,75.0,7500,5,7,1959,1994,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1246,1.0,0.0,1,1,3,1,6,0,1959.0,1.0,305.0,218,0,0,0,0,0,0,5,2010,154000
2116,906426060,50,69.05520046484602,159000,6,7,1958,2006,472.0,697.0,0.0,747.0,1444.0,1444,700,0,2144,0.0,1.0,2,0,4,1,7,2,1958.0,2.0,389.0,0,98,0,0,0,0,500,6,2007,277000
2734,905403050,50,62.0,6488,5,5,1942,1950,0.0,230.0,0.0,569.0,799.0,799,351,0,1150,0.0,0.0,1,0,3,1,6,2,1942.0,1.0,215.0,264,0,0,0,0,0,0,3,2006,128000
426,528108010,20,110.0,14230,8,5,2007,2007,640.0,0.0,0.0,1566.0,1566.0,1600,0,0,1600,0.0,0.0,2,0,3,1,7,1,2007.0,3.0,890.0,0,56,0,0,0,0,0,7,2009,256300
2216,909276210,50,110.0,7810,4,6,1930,2003,0.0,189.0,0.0,741.0,930.0,1230,525,0,1755,0.0,0.0,2,0,4,1,7,1,1930.0,1.0,231.0,0,40,0,0,0,0,0,11,2007,188000
2900,916475100,20,85.0,14331,8,5,2002,2002,630.0,1274.0,0.0,526.0,1800.0,1800,0,0,1800,1.0,0.0,2,0,3,1,7,1,2002.0,3.0,765.0,270,78,0,0,0,0,0,5,2006,312500
97,533212010,160,30.0,3182,7,5,2004,2005,0.0,0.0,0.0,600.0,600.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,172,0,0,0,0,0,6,2010,151000
1680,527451170,160,24.0,1920,5,5,1971,1971,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,1.0,0.0,1,1,2,1,6,0,1971.0,2.0,440.0,240,36,0,0,0,0,0,8,2007,122500
1133,531371070,60,68.0,10110,6,5,2003,2003,0.0,80.0,555.0,200.0,835.0,835,861,0,1696,1.0,0.0,2,1,3,1,7,0,2003.0,2.0,542.0,143,66,0,0,0,0,0,7,2008,188000
2761,906394010,60,91.0,10984,7,5,2005,2006,0.0,0.0,0.0,945.0,945.0,945,864,0,1809,0.0,0.0,2,1,3,1,8,0,2005.0,2.0,638.0,144,54,0,0,0,0,0,5,2006,209700
1642,527256030,20,85.0,14082,8,5,2006,2006,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,1.0,0.0,1,1,1,1,7,1,2006.0,2.0,724.0,390,80,0,0,0,0,0,1,2007,441929
1141,531382110,60,50.0,8480,6,5,1993,1994,120.0,602.0,0.0,284.0,886.0,886,794,0,1680,0.0,1.0,2,1,3,1,7,0,1993.0,2.0,474.0,144,96,0,0,0,0,0,10,2008,163000
2118,906475110,60,69.05520046484602,12205,6,8,1966,2007,157.0,568.0,0.0,264.0,832.0,976,1111,0,2087,0.0,0.0,2,1,5,1,9,0,1966.0,2.0,444.0,133,168,0,0,0,0,0,7,2007,187500
870,907275010,20,90.0,15750,8,5,1999,2000,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,1.0,0.0,2,0,2,1,5,1,1999.0,2.0,521.0,135,34,0,0,0,0,0,6,2009,220000
1875,534201040,20,70.0,8050,5,6,1967,1993,0.0,474.0,38.0,437.0,949.0,1107,0,0,1107,1.0,0.0,1,0,3,1,5,0,1967.0,1.0,308.0,88,64,0,0,0,0,0,3,2007,127000
155,535327140,20,60.0,7200,5,7,1955,2007,0.0,0.0,0.0,0.0,0.0,827,0,0,827,0.0,0.0,1,0,2,1,5,1,1967.0,1.0,392.0,0,0,0,0,0,0,0,4,2010,107500
1318,902328040,75,35.0,6300,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,0,3,1,9,1,1978.7077955601446,0.0,0.0,0,291,134,0,0,0,0,6,2008,128000
1285,902100030,30,30.0,5232,5,5,1925,2004,0.0,0.0,0.0,680.0,680.0,764,0,0,764,0.0,0.0,1,0,2,1,4,0,1965.0,2.0,504.0,0,0,0,0,0,0,0,6,2008,73000
2400,528164040,20,72.0,11846,9,5,2003,2004,562.0,1567.0,0.0,225.0,1792.0,1792,0,0,1792,1.0,0.0,2,0,2,1,6,1,2003.0,3.0,874.0,206,49,0,0,0,0,0,8,2006,374000
1068,528178070,60,130.0,16900,8,5,2001,2002,1110.0,1075.0,0.0,404.0,1479.0,1515,1134,0,2649,1.0,0.0,2,1,4,1,10,1,2001.0,3.0,746.0,0,60,0,0,0,0,0,1,2008,421250
